№,BOOK ID,AUTHOR(S),BOOK NAME,PUBLISHER,YEAR,ISBN,LANGUAGE(S),GENRE(S),CONDITION (0-5),STATUS,REC CREATION DATE,REC UPDATE DATE,STORAGE CELL,QR LINK,IMAGE LINK
674,TL000000674,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000674.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000674.jpg
675,TL000000675,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000675.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000675.jpg
676,TL000000676,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000676.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000676.jpg
677,TL000000677,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000677.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000677.jpg
678,TL000000678,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000678.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000678.jpg
679,TL000000679,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000679.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000679.jpg
680,TL000000680,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000680.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000680.jpg
681,TL000000681,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000681.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000681.jpg
682,TL000000682,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000682.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000682.jpg
683,TL000000683,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000683.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000683.jpg
684,TL000000684,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000684.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000684.jpg
685,TL000000685,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000685.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000685.jpg
686,TL000000686,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000686.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000686.jpg
687,TL000000687,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000687.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000687.jpg
688,TL000000688,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000688.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000688.jpg
689,TL000000689,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000689.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000689.jpg
690,TL000000690,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000690.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000690.jpg
691,TL000000691,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000691.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000691.jpg
692,TL000000692,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000692.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000692.jpg
693,TL000000693,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000693.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000693.jpg
694,TL000000694,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000694.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000694.jpg
695,TL000000695,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000695.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000695.jpg
696,TL000000696,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000696.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000696.jpg
697,TL000000697,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000697.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000697.jpg
698,TL000000698,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000698.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000698.jpg
699,TL000000699,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000699.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000699.jpg
700,TL000000700,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000700.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000700.jpg
